frame,id,x,y
318,463,1063,303
318,423,525,488
318,431,1326,474
318,489,1422,186
318,425,1728,440
318,472,1586,628
319,444,726,313
319,454,1197,567
319,478,1322,639
319,463,1064,300
319,496,1723,513
319,431,1334,482
319,423,529,510
319,472,1597,631
319,489,1430,182
319,497,1392,340
319,498,14,613
319,485,1392,375
319,499,32,415
320,463,1062,300
320,478,1322,639
320,444,726,313
320,454,1198,565
320,423,525,510
320,496,1732,517
320,431,1338,482
320,472,1606,637
320,489,1433,179
320,485,1397,406
320,497,1397,342
320,498,12,614
320,500,1726,586
320,499,29,413
321,454,1203,565
321,478,1318,639
321,444,724,310
321,496,1746,516
321,423,524,509
321,463,1061,301
321,431,1344,480
321,489,1440,176
321,472,1597,637
321,485,1403,406
321,497,1405,337
322,463,1060,299
322,444,723,309
322,478,1319,638
322,454,1207,564
322,496,1758,516
322,423,520,508
322,431,1345,479
322,489,1441,172
322,497,1410,337
322,485,1404,409
322,472,1602,637
323,444,720,310
323,463,1058,299
323,454,1210,563
323,496,1771,519
323,478,1321,641
323,489,1445,169
323,423,513,507
323,431,1349,478
323,497,1429,324
324,444,719,310
324,463,1058,302
324,478,1322,642
324,496,1774,519
324,454,1212,564
324,423,511,507
324,489,1448,168
324,431,1354,478
324,497,1429,341
325,444,717,309
325,478,1325,642
325,454,1216,564
325,463,1056,301
325,423,497,493
325,489,1452,168
325,431,1357,476
325,497,1428,340
325,496,1780,519
325,501,1785,438
325,502,174,369
326,444,716,309
326,478,1332,641
326,454,1218,567
326,463,1056,299
326,423,502,512
326,489,1453,163
326,496,1788,538
326,431,1359,475
326,497,1433,316
327,444,714,309
327,478,1337,641
327,423,500,512
327,489,1454,163
327,454,1218,568
327,496,1793,519
327,463,1057,301
327,431,1361,477
327,497,1435,301
327,503,1413,406
328,463,1061,297
328,444,713,308
328,454,1219,569
328,423,494,508
328,478,1345,651
328,431,1366,479
328,496,1815,543
328,489,1461,161
328,497,1444,310
328,503,1417,396
328,504,161,359
329,505,476,656
329,506,876,654
329,507,1560,777
329,508,645,613
329,509,246,953
329,510,1450,617
329,511,1296,924
329,489,1429,135
329,512,1163,361
329,513,1884,202
329,514,1830,219
330,505,503,659
330,508,669,618
330,506,896,655
330,507,1594,779
330,509,267,953
330,511,1324,924
330,510,1475,619
330,512,1174,361
330,489,1462,132
330,513,1867,215
331,506,916,653
331,508,692,620
331,505,530,661
331,511,1355,926
331,510,1499,619
331,509,285,954
331,507,1626,783
331,512,1188,359
331,513,1887,211
332,506,937,653
332,508,715,621
332,505,557,660
332,507,1656,786
332,510,1535,621
332,509,306,955
332,511,1384,925
332,512,1200,359
332,515,1528,125
332,516,343,1061
333,506,957,652
333,505,584,661
333,508,732,622
333,511,1414,927
333,507,1682,788
333,509,323,956
333,510,1561,623
333,512,1211,358
333,515,1561,119
334,505,608,664
334,508,752,625
334,506,983,648
334,509,340,958
334,511,1443,928
334,507,1715,791
334,510,1599,621
334,512,1221,358
334,515,1591,114
335,506,1000,648
335,509,356,959
335,510,1628,621
335,505,634,666
335,507,1746,793
335,511,1473,927
335,508,774,629
335,515,1627,108
335,512,1233,356
335,517,882,669
336,508,795,631
336,505,657,665
336,507,1775,795
336,509,372,960
336,506,1020,648
336,510,1647,623
336,511,1505,927
336,512,1240,355
336,515,1663,105
336,517,896,657
337,506,1043,650
337,509,388,961
337,510,1682,623
337,511,1532,928
337,505,679,664
337,508,817,631
337,507,1807,799
337,512,1249,354
337,515,1695,97
338,505,699,663
338,509,403,961
338,511,1561,928
338,506,1067,642
338,508,834,633
338,510,1718,623
338,507,1839,803
338,515,1727,90
338,518,934,635
338,512,1259,352
339,506,1088,641
339,509,415,962
339,505,720,665
339,508,852,636
339,510,1738,621
339,507,1857,806
339,511,1590,929
339,512,1265,352
340,506,1110,634
340,509,428,963
340,505,740,664
340,511,1618,929
340,508,872,637
340,510,1785,622
340,507,1865,809
340,519,1790,75
340,512,1272,351
341,509,441,966
341,508,891,640
341,510,1806,624
341,506,1130,628
341,505,760,663
341,511,1648,929
341,512,1278,350
341,519,1818,63
341,520,1910,683
342,510,1825,623
342,509,452,968
342,505,779,661
342,511,1676,930
342,508,907,642
342,521,1191,618
342,512,1283,350
342,519,1851,57
343,510,1836,622
343,505,794,661
343,509,463,970
343,508,924,641
343,511,1699,931
343,521,1205,610
343,512,1286,350
343,519,1879,52
344,509,473,972
344,508,941,643
344,505,810,659
344,510,1849,623
344,521,1188,602
344,511,1727,931
344,512,1288,350
345,509,480,974
345,505,825,659
345,508,953,645
345,521,1204,601
345,510,1863,623
345,511,1750,934
345,522,1187,503
346,505,838,654
346,509,488,974
346,508,967,645
346,521,1244,589
346,511,1774,936
346,510,1873,625
346,523,1874,558
347,509,493,977
347,505,849,653
347,511,1794,937
347,508,974,644
347,521,1256,586
347,510,1882,617
347,524,1069,555
347,525,1284,354
348,505,862,654
348,521,1241,585
348,509,496,981
348,511,1811,939
348,508,978,647
348,524,1076,558
348,525,1280,359
348,510,1888,596
349,505,870,654
349,511,1829,943
349,509,497,983
349,521,1251,575
349,508,984,650
349,525,1273,362
349,526,1892,527
350,505,880,654
350,521,1252,563
350,511,1846,948
350,509,496,987
350,508,989,651
351,521,1255,559
351,505,888,656
351,509,492,991
351,508,992,652
351,511,1855,948
351,527,1252,370
352,505,892,656
352,509,485,993
352,508,985,654
352,521,1254,549
352,511,1861,951
352,527,1238,377
353,505,892,659
353,509,478,999
353,508,975,657
353,521,1247,554
353,527,1220,382
353,511,1866,953
354,505,890,662
354,509,468,1002
354,508,973,659
354,521,1243,562
354,511,1871,957
355,505,886,666
355,509,456,1007
355,508,968,662
355,521,1237,573
355,511,1872,962
355,528,1180,400
356,505,879,669
356,509,443,1011
356,508,966,662
356,521,1230,556
356,528,1157,408
356,511,1874,966
357,521,1215,543
357,509,430,1017
357,505,875,672
357,508,956,657
357,511,1878,967
358,505,863,674
358,509,415,1021
358,521,1203,546
358,508,978,660
358,511,1879,969
358,529,1149,417
359,521,1196,557
359,508,954,660
359,505,856,676
359,509,400,1024
359,511,1878,969
359,530,1203,410
359,529,1115,416
360,521,1185,558
360,508,944,660
360,509,383,1029
360,505,845,676
360,511,1878,972
360,531,1260,399
361,521,1179,557
361,508,933,659
361,505,831,678
361,532,1318,391
361,509,364,1034
361,511,1878,973
362,521,1172,563
362,508,917,655
362,505,822,681
362,533,1378,382
362,511,1875,976
362,509,347,1039
363,521,1158,572
363,534,1436,372
363,508,907,656
363,505,830,682
363,511,1873,975
363,509,323,1043
364,521,1146,579
364,511,1871,977
364,535,1496,362
364,505,802,681
364,508,891,648
364,509,310,1046
365,521,1132,580
365,511,1869,978
365,536,1558,353
365,505,816,679
365,508,893,646
365,509,289,1052
366,521,1114,581
366,511,1867,979
366,505,840,643
366,537,1624,343
366,508,875,639
366,509,267,1056
367,538,780,685
367,521,1097,589
367,511,1865,981
367,539,1691,332
367,540,1095,679
367,505,882,625
368,538,763,687
368,521,1078,602
368,511,1862,983
368,541,1760,325
368,540,1078,687
368,505,866,598
369,521,1064,618
369,538,753,685
369,542,1831,319
369,511,1860,985
369,543,813,639
369,540,1065,708
370,521,1051,632
370,538,735,693
370,511,1858,988
370,543,838,627
371,538,715,699
371,511,1856,991
371,521,1049,652
371,543,817,643
371,544,1897,718
372,538,702,702
372,511,1854,996
372,545,977,668
372,521,1052,670
372,546,821,576
372,547,751,646
372,544,1891,723
372,543,811,645
373,538,692,708
373,545,971,684
373,547,795,643
373,511,1855,1000
373,544,1884,732
373,546,811,570
374,545,971,704
374,538,676,715
374,511,1853,1004
374,546,796,576
374,544,1877,741
374,547,792,649
375,545,998,721
375,538,656,719
375,511,1849,1011
375,544,1867,740
375,546,782,567
375,547,765,651
376,538,634,727
376,511,1843,1015
376,545,986,743
376,544,1855,747
376,547,760,649
377,544,1838,753
377,545,984,757
377,538,607,732
377,511,1832,1019
377,547,726,665
377,548,733,584
378,544,1819,759
378,549,851,780
378,511,1803,1022
378,538,576,737
378,548,706,575
378,547,687,669
379,544,1788,763
379,550,919,793
379,538,537,743
379,511,1761,1023
379,547,669,671
379,548,673,579
380,551,1735,764
380,538,503,748
380,550,875,806
380,547,627,676
380,511,1712,1026
380,552,997,805
380,553,784,806
380,548,630,584
381,554,1675,760
381,555,447,753
381,550,829,816
381,556,939,824
381,547,593,672
382,557,1603,774
382,558,390,756
382,559,634,757
383,560,1520,767
383,561,318,759
383,562,677,843
383,558,429,756
383,563,559,840
384,564,1427,762
384,565,272,737
384,563,577,880
384,558,460,777
385,566,1316,763
385,567,1859,934
385,568,191,741
385,565,310,751
386,569,1198,760
386,570,122,727
386,571,1789,940
386,572,257,758
387,573,1075,761
387,574,1639,938
387,575,195,785
388,576,944,773
388,577,1502,937
388,578,130,902
389,579,791,759
389,580,1356,934
390,581,656,762
390,582,1213,931
390,583,1793,83
391,584,525,760
391,585,1650,90
392,586,401,759
392,587,1517,103
392,588,964,931
393,589,287,761
393,590,849,933
393,591,1388,111
394,592,179,765
394,593,738,934
394,594,1271,123
395,595,87,769
395,596,636,933
395,597,1156,133
396,598,542,932
396,599,38,819
396,600,1055,144
396,601,1625,729
397,602,957,150
397,603,453,931
397,604,1520,713
398,605,370,928
398,606,868,158
398,607,1418,711
399,608,289,919
399,609,781,164
399,610,1327,709
400,611,212,927
400,612,1239,718
400,613,701,166
401,614,138,926
401,615,1160,709
401,616,625,170
401,617,1654,404
402,618,1080,700
402,619,84,924
402,620,555,170
402,621,1572,401
403,622,1010,698
403,623,483,176
403,619,49,922
403,624,1022,1046
403,625,1493,404
404,626,418,178
404,627,941,690
404,628,952,1044
405,629,877,683
405,630,355,183
405,631,881,1042
406,632,818,1040
406,633,819,730
406,634,840,618
406,635,303,186
406,636,1865,630
407,637,756,1038
407,638,762,705
407,639,240,200
407,640,1841,518
408,641,714,691
408,642,704,1038
408,640,1793,517
408,643,1178,422
409,641,668,682
409,644,654,1036
409,640,1745,518
409,645,304,233
410,641,630,693
410,644,609,1036
410,640,1705,522
410,646,111,193
410,647,1217,657
410,648,570,638
410,645,262,239
411,641,593,683
411,644,568,1034
411,640,1669,522
411,649,1890,502
411,646,72,196
411,650,156,171
411,647,1222,669
412,641,563,686
412,649,1874,506
412,644,533,1034
412,640,1633,522
412,651,195,237
412,647,1234,685
412,646,111,170
412,652,702,228
413,641,536,684
413,649,1862,505
413,644,497,1033
413,640,1606,523
413,653,1700,233
413,646,88,171
413,647,1236,696
414,641,564,695
414,649,1849,504
414,644,470,1031
414,640,1583,521
414,654,145,236
414,646,72,168
414,655,959,108
414,656,653,228
415,657,495,680
415,644,446,1031
415,649,1833,501
415,640,1567,522
415,654,128,235
415,646,60,170
415,655,943,105
416,649,1818,501
416,657,481,682
416,644,428,1030
416,654,110,233
416,640,1552,520
416,658,213,218
416,659,1314,744
416,660,493,836
416,661,1494,206
416,655,924,106
416,662,343,178
417,657,473,680
417,649,1808,500
417,644,414,1029
417,654,100,233
417,640,1542,518
417,658,203,217
417,655,916,107
417,662,325,176
417,663,19,225
417,664,1591,222
418,657,464,678
418,644,398,1029
418,649,1802,501
418,654,95,236
418,640,1536,518
418,665,477,832
418,658,193,216
418,666,1476,202
418,655,912,108
418,667,319,419
418,662,321,176
419,657,459,677
419,649,1794,498
419,644,390,1027
419,654,85,230
419,640,1530,517
419,665,470,832
419,667,312,416
419,658,187,214
419,655,899,105
419,666,1469,205
419,668,597,221
419,662,308,172
420,657,456,671
420,649,1790,495
420,644,381,1028
420,654,84,229
420,640,1530,517
420,658,178,213
420,665,467,831
420,655,901,105
420,666,1467,203
420,669,1267,163
421,657,460,668
421,649,1789,492
421,644,374,1026
421,654,87,228
421,640,1530,515
421,658,178,211
421,670,310,414
421,671,586,218
421,666,1468,200
421,672,291,170
421,655,903,104
422,657,461,664
422,649,1791,489
422,644,371,1024
422,640,1528,510
422,654,88,225
422,658,182,209
422,671,588,215
422,655,899,101
422,673,40,156
422,672,292,168
423,657,464,659
423,644,370,1023
423,649,1795,487
423,640,1530,508
423,654,87,221
423,658,187,206
423,655,901,99
423,674,310,403
423,671,591,213
423,675,1471,194
423,676,1789,250
423,672,290,160
424,657,470,657
424,649,1801,485
424,644,367,1021
424,640,1533,504
424,674,314,400
424,658,188,203
424,654,89,218
424,671,592,208
424,655,906,98
424,675,1472,193
425,657,471,652
425,644,365,1019
425,649,1804,481
425,640,1538,500
425,654,93,215
425,671,599,204
425,655,909,97
425,658,191,198
425,674,317,400
426,657,473,648
426,649,1809,479
426,644,363,1018
426,655,912,95
426,640,1544,497
426,654,94,212
426,671,602,200
426,658,195,196
426,677,1663,213
426,678,322,153
427,657,478,644
427,649,1813,476
427,644,358,1016
427,640,1546,494
427,655,915,90
427,654,94,209
427,671,603,199
427,658,195,189
427,679,1810,245
428,649,1820,470
428,657,483,637
428,644,354,1015
428,640,1550,491
428,654,95,206
428,671,606,194
428,658,198,185
428,680,1663,206
428,679,1812,228
428,681,308,144
429,657,480,634
429,649,1826,467
429,644,348,1013
429,640,1555,488
429,671,606,190
429,654,96,200
429,679,1814,228
429,681,305,139
429,658,197,182
429,682,1492,172
430,657,480,631
430,644,343,1011
430,649,1830,464
430,640,1558,484
430,671,607,181
430,654,95,196
430,658,193,174
430,682,1498,168
430,681,307,132
431,657,482,627
431,644,335,1010
431,649,1836,461
431,640,1561,478
431,671,608,177
431,682,1502,162
431,654,89,190
431,658,185,171
431,683,1829,216
431,681,309,129
432,657,478,624
432,649,1840,456
432,644,328,1007
432,640,1568,475
432,658,189,165
432,654,79,183
432,671,602,173
432,682,1506,154
432,681,315,125
432,684,315,373
432,683,1833,211
433,657,482,617
433,644,320,1006
433,649,1846,451
433,640,1572,471
433,671,606,166
433,682,1502,146
433,683,1840,203
433,654,81,180
433,658,183,160
433,685,510,155
433,686,923,74
433,681,290,113
434,657,482,613
434,644,312,1006
434,649,1850,446
434,640,1577,468
434,671,600,159
434,682,1510,138
434,685,507,148
434,687,308,363
434,654,71,169
434,658,170,153
435,657,478,606
435,649,1852,442
435,644,305,1004
435,640,1581,461
435,671,598,151
435,658,172,147
435,654,67,166
435,682,1515,135
435,685,506,145
435,688,1853,191
436,657,475,603
436,644,296,1002
436,649,1855,439
436,640,1584,458
436,671,596,146
436,682,1517,126
436,654,61,159
436,658,165,139
436,688,1857,183
436,685,503,138
437,657,471,598
437,644,285,1001
437,649,1858,431
437,640,1592,453
437,671,592,139
437,654,61,153
437,682,1526,123
437,688,1861,174
437,689,1312,96
437,690,1704,151
437,691,292,347
437,658,157,130
438,657,467,594
438,644,277,1000
438,671,586,131
438,640,1591,446
438,654,56,144
438,649,1861,425
438,682,1527,121
438,658,144,125
438,689,1315,91
438,688,1868,168
438,692,1643,123
439,657,462,588
439,644,267,1000
439,640,1599,444
439,649,1864,421
439,693,166,603
439,671,582,123
439,689,1319,87
439,682,1530,115
439,694,490,125
440,657,458,584
440,644,256,999
440,649,1868,417
440,640,1603,439
440,671,580,116
440,693,158,593
440,689,1320,84
440,695,377,566
440,696,252,61
440,694,483,110
440,697,48,104
440,682,1522,111
440,698,1875,151
441,657,456,581
441,644,247,998
441,649,1873,410
441,640,1611,435
441,695,377,562
441,699,123,102
441,671,578,108
441,697,45,97
441,700,546,257
441,694,486,111
441,689,1324,81
441,698,1876,145
442,657,452,576
442,644,237,997
442,649,1878,404
442,640,1618,428
442,671,574,98
442,699,115,99
442,694,478,95
442,695,368,559
442,700,553,251
443,657,445,572
443,644,229,996
443,649,1883,404
443,640,1624,425
443,671,568,89
443,695,368,554
443,701,36,112
443,699,95,94
443,702,252,312
